"","sp.","site","quadrat","tag","x","y","height0","height1","pesticide","exclosure","growth.form","growth.habit","dispersal.mode","mycor.type","shade.tolerance","leaf.lifespan","surv0","surv1","census","quad.unique","plot","quad.sp","A.sum","A.con","A.het","quad.census","quad.census.sp","sum.dens","con.dens","S.con","S.het","lg_A.con","lg_A.het","lg_A.sum","lg_S.con","lg_S.het","lg_height0"
"3770","TIAM",2,301,1041,0.16,0.6,4,4,"I",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_1_301","2_1","2_1_301_TIAM",10411.3878664617,1578.38376923697,8833.00409722474,"2_1_301_16fa","2_1_301_16fa_TIAM",45,16,15,29,0.662394754999901,2.44316750395974,3.63915453111214,1.19212312114801,1.3639259530226,-0.332358117077464
"3771","TIAM",1,201,1005,0.48,0.35,4,5,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_1_201","1_1","1_1_201_TIAM",5030.88358797884,1795.1507591883,3235.73282879054,"1_1_201_16fa","1_1_201_16fa_TIAM",16,11,10,5,0.714739496516385,-1.2945304622947,-0.657681739147992,0.755153611458568,-0.909753566618466,-0.332358117077464
"3772","TIAM",1,407,7034,0.47,0.88,3,4,"I",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_1_407","1_1","1_1_407_TIAM",5675.21399283884,1369.15751999482,4306.05647284401,"1_1_407_16fa","1_1_407_16fa_TIAM",37,15,14,22,0.604556374750074,-0.230928820241003,0.0542938245526747,1.1168579517686,0.988562702558803,-0.951260365764085
"3773","TIAM",2,301,1031,0.3,0.75,4,0,"I",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","2_0_301","2_0","2_0_301_TIAM",4760.67989226124,1671.46962719635,3089.21026506489,"2_0_301_16fa","2_0_301_16fa_TIAM",28,12,11,16,0.685702262069746,-1.46700396795468,-0.983827702171721,0.85662674582279,0.561525522530353,-0.332358117077464
"3774","TIAM",1,302,2015,0.44,0.63,4,0,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","1_0_302","1_0","1_0_302_TIAM",5008.16999903143,2185.47674648247,2822.69325254896,"1_0_302_16fa","1_0_302_16fa_TIAM",24,16,15,8,0.7947742361182,-1.80281028843902,-0.684415263698573,1.19212312114801,-0.336946311916534,-0.332358117077464
"3775","TIAM",2,105,5013,1,0.31,5,6,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_0_105","2_0","2_0_105_TIAM",4879.16378070079,999.104702411014,3880.05907828977,"2_0_105_16fa","2_0_105_16fa_TIAM",10,4,3,6,0.476424219887532,-0.618648961415132,-0.838591906660231,-0.424580795525405,-0.691982355343899,0.147699762481336
"3778","TIAM",2,406,6007,0.03,0.25,5,7,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_0_406","2_0","2_0_406_TIAM",6445.36580270078,2161.2760373487,4284.08976535208,"2_0_406_16fa","2_0_406_16fa_TIAM",18,14,13,4,0.790244298022798,-0.249964226661207,0.806091431168665,1.03639809512935,-1.16732224104129,0.147699762481336
"3781","TIAM",2,405,5029,0.12,0.48,5,0,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","2_0_405","2_0","2_0_405_TIAM",5243.16110251837,1494.00053478185,3749.16056773653,"2_0_405_16fa","2_0_405_16fa_TIAM",40,20,19,20,0.640047122568138,-0.746379282891124,-0.413514808267874,1.45235432709382,0.860045369039012,0.147699762481336
"3782","TIAM",2,503,3050,0.72,0.51,5,5.5,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_0_503","2_0","2_0_503_TIAM",5201.00011765828,1937.89257903222,3263.10753862606,"2_0_503_16fa","2_0_503_16fa_TIAM",36,17,16,19,0.745863221083487,-1.26317501351768,-0.461213012467735,1.26282388015442,0.791118698320669,0.147699762481336
"3784","TIAM",1,302,2022,0.18,0.6,4,0,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","1_0_302","1_0","1_0_302_TIAM",5008.16999903143,2185.47674648247,2822.69325254896,"1_0_302_16fa","1_0_302_16fa_TIAM",24,16,15,8,0.7947742361182,-1.80281028843902,-0.684415263698573,1.19212312114801,-0.336946311916534,-0.332358117077464
"3787","TIAM",2,310,10027,0.46,0.95,3,2.5,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_0_310","2_0","2_0_310_TIAM",9588.55520814685,1426.46345239027,8162.09175575658,"2_0_310_16fa","2_0_310_16fa_TIAM",23,7,6,16,0.621232527794237,2.14915573393556,3.15275800385042,0.22804613679264,0.561525522530353,-0.951260365764085
"3788","TIAM",2,105,5019,0.57,0,4,3.5,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_1_105","2_1","2_1_105_TIAM",5890.4930558338,1864.8373026849,4025.6557531489,"2_1_105_16fa","2_1_105_16fa_TIAM",26,12,11,14,0.73023154484384,-0.481543038429444,0.274253089429285,0.85662674582279,0.38470548334162,-0.332358117077464
"3789","TIAM",2,406,6018,0.6,0.71,4,4.5,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_0_406","2_0","2_0_406_TIAM",6445.36580270078,2161.2760373487,4284.08976535208,"2_0_406_16fa","2_0_406_16fa_TIAM",18,14,13,4,0.790244298022798,-0.249964226661207,0.806091431168665,1.03639809512935,-1.16732224104129,-0.332358117077464
"3791","TIAM",1,509,9017,0.55,0.67,4,0,"I",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","1_0_509","1_0","1_0_509_TIAM",6183.32603160289,2823.42161471113,3359.90441689176,"1_0_509_16fa","1_0_509_16fa_TIAM",19,11,10,8,0.898971182270637,-1.15437385115196,0.560883973643904,0.755153611458568,-0.336946311916534,-0.332358117077464
"3793","TIAM",2,108,8021,0.83,0.62,3,5,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_0_108","2_0","2_0_108_TIAM",5770.48919778732,1232.70945293479,4537.77974485253,"2_0_108_16fa","2_0_108_16fa_TIAM",21,1,0,20,0.561861966228217,-0.035843238451783,0.152651879650917,-2.04128471219882,0.860045369039012,-0.951260365764085
"3797","TIAM",3,406,6002,0.9,0.95,5,0,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","3_0_406","3_0","3_0_406_TIAM",4553.60553623328,850.327471265102,3703.27806496817,"3_0_406_16fa","3_0_406_16fa_TIAM",17,7,6,10,0.41087153156237,-0.79220940092699,-1.24655840818681,0.22804613679264,-0.0534555062511097,0.147699762481336
"3799","TIAM",2,301,1032,0.55,0.44,3,0,"I",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","2_1_301","2_1","2_1_301_TIAM",10411.3878664617,1578.38376923697,8833.00409722474,"2_1_301_16fa","2_1_301_16fa_TIAM",45,16,15,29,0.662394754999901,2.44316750395974,3.63915453111214,1.19212312114801,1.3639259530226,-0.951260365764085
"3802","TIAM",2,103,3040,0.69,0.36,2,0,"I",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","2_1_103","2_1","2_1_103_TIAM",6729.33999314856,2191.66835929808,4537.67163385047,"2_1_103_16fa","2_1_103_16fa_TIAM",36,10,9,26,0.795925140266692,-0.0359319128920396,1.06081416341394,0.64400236875711,1.21508141246638,-1.82355409277124
"3803","TIAM",2,103,3014,0.28,0.38,4,0,"I",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","2_0_103","2_0","2_0_103_TIAM",4217.41245902001,1345.15588541762,2872.2565736024,"2_0_103_16fa","2_0_103_16fa_TIAM",23,11,10,12,0.597363596734606,-1.73802472210579,-1.69967928910414,0.755153611458568,0.182544558141916,-0.332358117077464
"3804","TIAM",2,107,7027,0.51,0.56,3,3.5,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_0_107","2_0","2_0_107_TIAM",5463.43624478326,1053.95275833658,4409.48348644668,"2_0_107_16fa","2_0_107_16fa_TIAM",25,8,7,17,0.49815447532524,-0.142588926694009,-0.170385229858597,0.383771162811304,0.642274157764445,-0.951260365764085
"3805","TIAM",3,105,5011,0.96,0.75,4,4,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_1_105","3_1","3_1_105_TIAM",5572.62204845765,2112.7837953149,3459.83825314275,"3_1_105_16fa","3_1_105_16fa_TIAM",12,5,4,7,0.781012814032277,-1.04528698712125,-0.0534813703937564,-0.1643495895796,-0.503340351639417,-0.332358117077464
"3806","TIAM",1,103,3008,1,0.3,5,0,"I",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","1_1_103","1_1","1_1_103_TIAM",4586.52025259141,1863.68763969032,2722.83261290109,"1_1_103_16fa","1_1_103_16fa_TIAM",15,9,8,6,0.729980688533725,-1.93686909683751,-1.20400813909498,0.521130370497566,-0.691982355343899,0.147699762481336
"3807","TIAM",2,204,4022,0.67,0.05,4,5.5,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_0_204","2_0","2_0_204_TIAM",4289.84552922449,1088.19544574199,3201.6500834825,"2_0_204_16fa","2_0_204_16fa_TIAM",32,15,14,17,0.511155404091958,-1.33394224519263,-1.59907412478437,1.1168579517686,0.642274157764445,-0.332358117077464
"3808","TIAM",1,201,1010,0.48,0.51,4,4,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_0_201","1_0","1_0_201_TIAM",5241.69351881523,2740.40663657648,2501.28688223875,"1_0_201_16fa","1_0_201_16fa_TIAM",16,6,5,10,0.886829376641179,-2.25273855622997,-0.41516868432314,0.0482747874860802,-0.0534555062511097,-0.332358117077464
"3809","TIAM",2,204,4023,0.78,0.03,4,0,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","2_0_204","2_0","2_0_204_TIAM",4289.84552922449,1088.19544574199,3201.6500834825,"2_0_204_16fa","2_0_204_16fa_TIAM",32,15,14,17,0.511155404091958,-1.33394224519263,-1.59907412478437,1.1168579517686,0.642274157764445,-0.332358117077464
"3810","TIAM",1,201,1012,0.8,0.36,6,4,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_0_201","1_0","1_0_201_TIAM",5241.69351881523,2740.40663657648,2501.28688223875,"1_0_201_16fa","1_0_201_16fa_TIAM",16,6,5,10,0.886829376641179,-2.25273855622997,-0.41516868432314,0.0482747874860802,-0.0534555062511097,0.539935609929693
"3812","TIAM",2,101,1023,0.87,0.82,5,0,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","2_0_101","2_0","2_0_101_TIAM",4615.8242920832,1385.16005335149,3230.66423873171,"2_0_101_16fa","2_0_101_16fa_TIAM",21,7,6,14,0.609282321005656,-1.30036520466724,-1.16638171392352,0.22804613679264,0.38470548334162,0.147699762481336
"3814","TIAM",2,204,4028,0.2,0.51,3,5,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_0_204","2_0","2_0_204_TIAM",4289.84552922449,1088.19544574199,3201.6500834825,"2_0_204_16fa","2_0_204_16fa_TIAM",32,15,14,17,0.511155404091958,-1.33394224519263,-1.59907412478437,1.1168579517686,0.642274157764445,-0.951260365764085
"3815","TIAM",2,204,4029,0.21,0.7,3,5,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_0_204","2_0","2_0_204_TIAM",4289.84552922449,1088.19544574199,3201.6500834825,"2_0_204_16fa","2_0_204_16fa_TIAM",32,15,14,17,0.511155404091958,-1.33394224519263,-1.59907412478437,1.1168579517686,0.642274157764445,-0.951260365764085
"3816","TIAM",2,204,4030,0.06,0.77,3,5,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_0_204","2_0","2_0_204_TIAM",4289.84552922449,1088.19544574199,3201.6500834825,"2_0_204_16fa","2_0_204_16fa_TIAM",32,15,14,17,0.511155404091958,-1.33394224519263,-1.59907412478437,1.1168579517686,0.642274157764445,-0.951260365764085
"3817","TIAM",1,201,1009,0.6,0.55,3,3,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_1_201","1_1","1_1_201_TIAM",5030.88358797884,1795.1507591883,3235.73282879054,"1_1_201_16fa","1_1_201_16fa_TIAM",16,11,10,5,0.714739496516385,-1.2945304622947,-0.657681739147992,0.755153611458568,-0.909753566618466,-0.951260365764085
"3818","TIAM",2,204,4032,0.3,1,3,4,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_0_204","2_0","2_0_204_TIAM",4289.84552922449,1088.19544574199,3201.6500834825,"2_0_204_16fa","2_0_204_16fa_TIAM",32,15,14,17,0.511155404091958,-1.33394224519263,-1.59907412478437,1.1168579517686,0.642274157764445,-0.951260365764085
"3819","TIAM",2,204,4033,0.6,0.94,4,5,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_0_204","2_0","2_0_204_TIAM",4289.84552922449,1088.19544574199,3201.6500834825,"2_0_204_16fa","2_0_204_16fa_TIAM",32,15,14,17,0.511155404091958,-1.33394224519263,-1.59907412478437,1.1168579517686,0.642274157764445,-0.332358117077464
"3821","TIAM",1,506,6019,0.95,0.65,4,0,"W",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","1_1_506","1_1","1_1_506_TIAM",5958.34613387935,2519.058073719,3439.28806016034,"1_1_506_16fa","1_1_506_16fa_TIAM",31,13,12,18,0.852564366293021,-1.06745975395698,0.341917606244361,0.949972980667469,0.718655814202628,-0.332358117077464
"3822","TIAM",1,201,1014,0.79,1,4,0,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","1_1_201","1_1","1_1_201_TIAM",5030.88358797884,1795.1507591883,3235.73282879054,"1_1_201_16fa","1_1_201_16fa_TIAM",16,11,10,5,0.714739496516385,-1.2945304622947,-0.657681739147992,0.755153611458568,-0.909753566618466,-0.332358117077464
"3823","TIAM",1,201,1015,0.87,1,4,5,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_1_201","1_1","1_1_201_TIAM",5030.88358797884,1795.1507591883,3235.73282879054,"1_1_201_16fa","1_1_201_16fa_TIAM",16,11,10,5,0.714739496516385,-1.2945304622947,-0.657681739147992,0.755153611458568,-0.909753566618466,-0.332358117077464
"3824","TIAM",1,406,6006,0.78,0.2,5,6,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_0_406","1_0","1_0_406_TIAM",5099.62546424365,1898.93528308004,3200.6901811636,"1_0_406_16fa","1_0_406_16fa_TIAM",20,16,15,4,0.737602280708745,-1.33505829888759,-0.577502991605679,1.19212312114801,-1.16732224104129,0.147699762481336
"3825","TIAM",1,505,5010,0.28,0.55,4,0,"I",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","1_0_505","1_0","1_0_505_TIAM",4788.61004151352,1751.00647113361,3037.60357037991,"1_0_505_16fa","1_0_505_16fa_TIAM",15,8,7,7,0.70461161803591,-1.52970553982523,-0.949268325182897,0.383771162811304,-0.503340351639417,-0.332358117077464
"3832","TIAM",1,101,1012,0.92,0.37,4,5,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_0_101","1_0","1_0_101_TIAM",5105.70442998651,2588.63636324398,2517.06806674254,"1_0_101_16fa","1_0_101_16fa_TIAM",18,9,8,9,0.863649222771728,-2.22932990179138,-0.570464733509797,0.521130370497566,-0.188101771360311,-0.332358117077464
"3836","TIAM",1,202,2014,0.46,0.45,5,5,"I",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_0_202","1_0","1_0_202_TIAM",5505.17186079844,2320.00191959553,3185.16994120291,"1_0_202_16fa","1_0_202_16fa_TIAM",16,6,5,10,0.819075188010638,-1.35314988662814,-0.125425893362663,0.0482747874860802,-0.0534555062511097,0.147699762481336
"3837","TIAM",1,408,8012,0.06,0.35,4,4,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_1_408","1_1","1_1_408_TIAM",5636.46960767926,1188.52615499862,4447.94345268064,"1_1_408_16fa","1_1_408_16fa_TIAM",19,9,8,10,0.547018510110662,-0.110266731645301,0.0138226589935225,0.521130370497566,-0.0534555062511097,-0.332358117077464
"3838","TIAM",1,209,9011,0.3,0.15,4,4,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_1_209","1_1","1_1_209_TIAM",5065.25403396935,907.384313592411,4157.86972037694,"1_1_209_16fa","1_1_209_16fa_TIAM",14,8,7,6,0.437273898636916,-0.361269112713804,-0.617456922536683,0.383771162811304,-0.691982355343899,-0.332358117077464
"3842","TIAM",2,208,8009,0.36,0.82,4,5.5,"I",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_1_208","2_1","2_1_208_TIAM",4280.28263594426,1012.08182214304,3268.20081380122,"2_1_208_16fa","2_1_208_16fa_TIAM",8,2,1,6,0.481671384921875,-1.25737012560884,-1.61225865506452,-1.23293275386211,-0.691982355343899,-0.332358117077464
"3843","TIAM",3,207,7015,0.5,0.9,5,0,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","3_0_207","3_0","3_0_207_TIAM",5523.21715733209,1127.6965836753,4395.52057365679,"3_0_207_16fa","3_0_207_16fa_TIAM",16,9,8,7,0.525654453993246,-0.154393318782624,-0.106092200150173,0.521130370497566,-0.503340351639417,0.147699762481336
"3844","TIAM",1,202,2009,0.71,0.42,4,0,"I",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","1_1_202","1_1","1_1_202_TIAM",4915.94344306523,1782.92344879357,3133.01999427166,"1_1_202_16fa","1_1_202_16fa_TIAM",15,9,8,6,0.711959367128284,-1.41459224167413,-0.794224599114241,0.521130370497566,-0.691982355343899,-0.332358117077464
"3845","TIAM",1,407,7004,0.76,0.9,4,4,"I",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_0_407","1_0","1_0_407_TIAM",7086.27069309123,2211.48651144822,4874.784181643,"1_0_407_16fa","1_0_407_16fa_TIAM",4,1,0,3,0.799587232840592,0.230787462797,1.36614661133492,-2.04128471219882,-1.4825608213204,-0.332358117077464
"3849","TIAM",3,107,7013,0.53,0.69,4,5,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_1_107","3_1","3_1_107_TIAM",5620.63861660443,1198.22155162062,4422.41706498381,"3_1_107_16fa","3_1_107_16fa_TIAM",17,8,7,9,0.550322373590777,-0.131688044599899,-0.0027940126629406,0.383771162811304,-0.188101771360311,-0.332358117077464
"3850","TIAM",1,309,9013,0.2,0.9,4,5,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_0_309","1_0","1_0_309_TIAM",7138.70160792102,3857.51093607239,3281.19067184863,"1_0_309_16fa","1_0_309_16fa_TIAM",13,7,6,6,1.02594612268911,-1.24260623491686,1.40969784504418,0.22804613679264,-0.691982355343899,-0.332358117077464
"3851","TIAM",1,201,1014,0.37,0.97,4,4,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_0_201","1_0","1_0_201_TIAM",5241.69351881523,2740.40663657648,2501.28688223875,"1_0_201_16fa","1_0_201_16fa_TIAM",16,6,5,10,0.886829376641179,-2.25273855622997,-0.41516868432314,0.0482747874860802,-0.0534555062511097,-0.332358117077464
"3855","TIAM",1,510,10019,0.42,0.79,7,0,"W",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","1_1_510","1_1","1_1_510_TIAM",4951.82971209311,1326.14271589774,3625.68699619537,"1_1_510_16fa","1_1_510_16fa_TIAM",14,2,1,12,0.591574127054704,-0.871019542297122,-0.751253787614666,-1.23293275386211,0.182544558141916,0.8715662936514
"3856","TIAM",2,201,1011,0.03,0.14,4,5,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_0_201","2_0","2_0_201_TIAM",4236.22601460247,1356.23382941185,2879.99218519062,"2_0_201_16fa","2_0_201_16fa_TIAM",20,9,8,11,0.600699222736564,-1.72801426162524,-1.6733832451979,0.521130370497566,0.0694669030625142,-0.332358117077464
"3857","TIAM",1,408,8008,0.12,0.26,6,0,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","1_0_408","1_0","1_0_408_TIAM",6045.36181490744,2388.26796153109,3657.09385337635,"1_0_408_16fa","1_0_408_16fa_TIAM",15,10,9,5,0.830873333675076,-0.838917938688685,0.427572503768712,0.64400236875711,-0.909753566618466,0.539935609929693
"3860","TIAM",1,408,8013,0.88,0.77,6,6,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_0_408","1_0","1_0_408_TIAM",6045.36181490744,2388.26796153109,3657.09385337635,"1_0_408_16fa","1_0_408_16fa_TIAM",15,10,9,5,0.830873333675076,-0.838917938688685,0.427572503768712,0.64400236875711,-0.909753566618466,0.539935609929693
"3862","TIAM",1,106,6012,0.28,0.5,5,0,"I",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","1_1_106","1_1","1_1_106_TIAM",4839.19554655207,1277.09785636267,3562.0976901894,"1_1_106_16fa","1_1_106_16fa_TIAM",19,10,9,9,0.57624838943662,-0.936875816073962,-0.887186387445478,0.64400236875711,-0.188101771360311,0.147699762481336
"3863","TIAM",1,408,8016,0.3,0.84,4,0,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","1_0_408","1_0","1_0_408_TIAM",6045.36181490744,2388.26796153109,3657.09385337635,"1_0_408_16fa","1_0_408_16fa_TIAM",15,10,9,5,0.830873333675076,-0.838917938688685,0.427572503768712,0.64400236875711,-0.909753566618466,-0.332358117077464
"3864","TIAM",1,408,8015,0.1,0.75,4,0,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","1_0_408","1_0","1_0_408_TIAM",6045.36181490744,2388.26796153109,3657.09385337635,"1_0_408_16fa","1_0_408_16fa_TIAM",15,10,9,5,0.830873333675076,-0.838917938688685,0.427572503768712,0.64400236875711,-0.909753566618466,-0.332358117077464
"3865","TIAM",2,107,7019,0.17,1,4,4,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_1_107","2_1","2_1_107_TIAM",5203.42621918693,1420.60789555004,3782.81832363689,"2_1_107_16fa","2_1_107_16fa_TIAM",25,6,5,19,0.619559551068994,-0.713115184973361,-0.45845781120423,0.0482747874860802,0.791118698320669,-0.332358117077464
"3866","TIAM",2,107,7020,0.38,0.86,4,0,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","2_1_107","2_1","2_1_107_TIAM",5203.42621918693,1420.60789555004,3782.81832363689,"2_1_107_16fa","2_1_107_16fa_TIAM",25,6,5,19,0.619559551068994,-0.713115184973361,-0.45845781120423,0.0482747874860802,0.791118698320669,-0.332358117077464
"3868","TIAM",3,108,8007,0.1,0.3,4,5,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_0_108","3_0","3_0_108_TIAM",7474.98528777091,1106.24613260994,6368.73915516097,"3_0_108_16fa","3_0_108_16fa_TIAM",35,4,3,31,0.517845129092044,1.22575173338431,1.6816453993599,-0.424580795525405,1.45510058772254,-0.332358117077464
"3869","TIAM",3,108,8005,0.38,0.54,4,5,"W",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_1_108","3_1","3_1_108_TIAM",5291.86401176551,1193.79228171974,4098.07173004577,"3_1_108_16fa","3_1_108_16fa_TIAM",11,6,5,5,0.548816354778654,-0.415185945958975,-0.358890630553816,0.0482747874860802,-0.909753566618466,-0.332358117077464
